Status,Opportunity,Billing Request: Billing Request Identifier,Billing Request: Created By,Billing Request: Created Date,Billing Request: Last Modified Date,Purpose of Request,Billing Request: ID,Defect Reason Codes,Months of Service,Defect Root Cause
Complete,Retail Media Expansion 2025,Billing Request- 00104387,Tyler Ward,5/6/2025,6/18/2025,Invoice Revision: Missed Billing,a6JHn4323521,,Feb,Manual billing entry issue.
Complete,NWSL Prime Video 2024,Billing Request- 00104388,Sofia Morales,1/6/2024,3/2/2024,Invoice Revision: Credit/Rebill,a6JHn2618062,Incorrect Invoice Amount,Jul; Aug,
Complete,Streaming Bundle Initiative 2026,Billing Request- 00104389,Sofia Morales,5/8/2026,5/4/2026,Invoice Revision: Credit/Rebill,a6JHn6866258,Agency Revision Request,Jul; Aug,Invoice details mismatch with approved campaign.
Complete,Amazon TNF 2024 2025,Billing Request- 00104390,Melissa Grant,10/25/2025,12/26/2025,Invoice Revision: Credit/Rebill,a6JHn5927612,Other Invoice Details,Feb,Missing supporting documentation from vendor.
Complete,NBA League Pass 2025,Billing Request- 00104391,Tyler Ward,4/1/2025,7/13/2025,Invoice Revision: Credit/Rebill,a6JXt4426237,,Jul; Aug,
Complete,Global Consumer Products 2026,Billing Request- 00104392,Laura Jenkins,4/11/2026,5/6/2026,Invoice Revision: Credit/Rebill,a6Jat7463692,Other Invoice Details,Aug,Client requested retroactive billing adjustments.
Complete,Amazon TNF 2024 2026,Billing Request- 00104393,Melissa Grant,2/5/2026,3/11/2026,Invoice Revision: Credit/Rebill,a6JXt8431975,Incorrect Invoice Amount,Apr,Manual billing entry issue.
Complete,Global Consumer Products 2024,Billing Request- 00104394,Kevin Parker,4/1/2024,7/18/2024,Invoice Revision: Credit/Rebill,a6Jat5172632,Late Billing Submission,Mar,Client requested retroactive billing adjustments.
Complete,Retail Media Expansion 2025,Billing Request- 00104395,Laura Jenkins,11/20/2025,2/16/2026,Invoice Revision: Credit/Rebill,a6Jat6050335,Missing Backup Documentation,Sep; Oct,Missing supporting documentation from vendor.
Complete,Amazon NBA Live Sports 2025,Billing Request- 00104396,Laura Jenkins,7/23/2025,8/1/2025,Invoice Revision: Credit/Rebill,a6Jat4291026,Incorrect Invoice Amount,Nov,Missing supporting documentation from vendor.
Complete,TNF Sponsorship 2026,Billing Request- 00104397,Elena Salazar Castillo,3/13/2026,5/8/2026,Invoice Copy,a6JXt4207283,PO / IO Mismatch,Dec,Manual billing entry issue.
Complete,Amazon TNF 2024 2026,Billing Request- 00104398,Gabo Munoz,1/17/2026,2/9/2026,Invoice Revision: Credit/Rebill,a6Jat6231345,,Jan,Agency submitted updated invoice mapping.
Complete,NFL Prime Video 2024,Billing Request- 00104399,Angelica Herrera Calvo,12/12/2024,2/8/2025,Invoice Revision: Credit/Rebill,a6Jat9236291,Missing Backup Documentation,Mar,Manual billing entry issue.
Complete,NASCAR P&Q 2024,Billing Request- 00104400,Kevin Parker,11/20/2024,12/10/2024,Invoice Revision: Missed Billing,a6Jat9599599,Late Billing Submission,Jan; Feb,Agency submitted updated invoice mapping.
Complete,Global Consumer Products 2026,Billing Request- 00104401,Connor Mora,5/3/2026,5/6/2026,Invoice Copy,a6JXt3980562,Other Invoice Details,Apr,Finance validation process delay.
Complete,WNBA Incremental Scatter 2024,Billing Request- 00104402,Gabo Munoz,5/16/2024,7/25/2024,Invoice Revision: Missed Billing,a6JHn6655346,Agency Revision Request,Jul; Aug,Missing supporting documentation from vendor.
Complete,DirecTV NASCAR Campaign 2024,Billing Request- 00104403,Connor Mora,4/25/2024,5/14/2024,Invoice Revision: Missed Billing,a6JHn7534464,PO / IO Mismatch,Mar; Apr,Invoice details mismatch with approved campaign.
Complete,Amazon NBA Live Sports 2024,Billing Request- 00104404,Laura Jenkins,7/21/2024,9/10/2024,Invoice Revision: Credit/Rebill,a6Jat8115428,Agency Revision Request,Nov; Dec,Missing supporting documentation from vendor.
Complete,NWSL Prime Video 2026,Billing Request- 00104405,Connor Mora,4/22/2026,5/8/2026,Invoice Revision: Credit/Rebill,a6Jat8769657,Missing Backup Documentation,Mar,Manual billing entry issue.
Complete,NWSL Prime Video 2026,Billing Request- 00104406,Gabo Munoz,1/23/2026,3/28/2026,Invoice Revision: Missed Billing,a6JHn1189715,Missing Backup Documentation,Jun,Finance validation process delay.
Complete,NBA League Pass 2025,Billing Request- 00104407,Angelica Herrera Calvo,8/6/2025,11/14/2025,Invoice Revision: Credit/Rebill,a6JXt5869098,Other Invoice Details,Jan,Manual billing entry issue.
Remove/Inactive,Prime Sports NFL 2025,Billing Request- 00104408,Kevin Parker,9/12/2025,11/16/2025,Invoice Copy,a6JHn6712412,Incorrect Invoice Amount,Mar,
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00104409,Tyler Ward,11/27/2025,3/1/2026,Invoice Revision: Credit/Rebill,a6JHn4244888,Other Invoice Details,Jul,Agency submitted updated invoice mapping.
Complete,NWSL Prime Video 2024,Billing Request- 00104410,Laura Jenkins,10/10/2024,1/28/2025,Invoice Revision: Missed Billing,a6JHn7158062,Agency Revision Request,Jul; Aug,
Ready for Work,NWSL Prime Video 2025,Billing Request- 00104411,Elena Salazar Castillo,5/27/2025,7/8/2025,Invoice Revision: Credit/Rebill,a6JXt3404372,Agency Revision Request,Mar; Apr,Late media plan changes from client.
Complete,NBA Playoffs Campaign 2024,Billing Request- 00104412,Gabo Munoz,9/15/2024,9/30/2024,Invoice Revision: Credit/Rebill,a6JHn7218336,Incorrect Invoice Amount,Mar,Agency submitted updated invoice mapping.
Complete,NBA League Pass 2024,Billing Request- 00104413,Laura Jenkins,7/20/2024,8/29/2024,Invoice Revision: Credit/Rebill,a6JHn6288180,Agency Revision Request,May; Jun,Manual billing entry issue.
Complete,NWSL Prime Video 2024,Billing Request- 00104414,Andrew Rivera,10/18/2024,11/7/2024,Invoice Revision: Missed Billing,a6JHn9242850,Late Billing Submission,Jan,Manual billing entry issue.
Complete,Confluence Academy 2026,Billing Request- 00104415,Elena Salazar Castillo,2/8/2026,5/4/2026,Invoice Revision: Credit/Rebill,a6Jat3424106,Incorrect Invoice Amount,Sep; Oct,
Complete,Prime Sports NFL 2025,Billing Request- 00104416,Kevin Parker,8/8/2025,9/12/2025,Invoice Revision: Credit/Rebill,a6JXt7528706,Late Billing Submission,Aug,Manual billing entry issue.
Complete,Retail Media Expansion 2026,Billing Request- 00104417,Angelica Herrera Calvo,2/21/2026,3/25/2026,Invoice Revision: Credit/Rebill,a6JHn9596116,PO / IO Mismatch,Jan; Feb,
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00104418,Sofia Morales,9/29/2025,10/19/2025,Invoice Revision: Credit/Rebill,a6JXt8275996,Other Invoice Details,Jan; Feb,Invoice details mismatch with approved campaign.
Complete,NASCAR P&Q 2024,Billing Request- 00104419,Andrew Rivera,3/13/2024,4/14/2024,Invoice Revision: Missed Billing,a6JXt4953153,PO / IO Mismatch,Jul; Aug,Manual billing entry issue.
Complete,Amazon TNF 2024 2025,Billing Request- 00104420,Gabo Munoz,7/4/2025,7/22/2025,Invoice Revision: Credit/Rebill,a6JXt7775901,Agency Revision Request,Jul,Manual billing entry issue.
Complete,Global Consumer Products 2026,Billing Request- 00104421,Melissa Grant,2/15/2026,5/3/2026,Invoice Revision: Credit/Rebill,a6Jat3588068,Agency Revision Request,Mar; Apr,Agency submitted updated invoice mapping.
Complete,NWSL Prime Video 2025,Billing Request- 00104422,Andrew Rivera,1/29/2025,3/28/2025,Invoice Copy,a6JXt7934202,Agency Revision Request,Aug,Finance validation process delay.
Complete,TNF Sponsorship 2024,Billing Request- 00104423,Kevin Parker,2/4/2024,4/22/2024,Invoice Revision: Credit/Rebill,a6JHn9411717,PO / IO Mismatch,Aug,Manual billing entry issue.
Complete,NWSL Prime Video 2024,Billing Request- 00104424,Melissa Grant,4/20/2024,7/18/2024,Invoice Revision: Credit/Rebill,a6JHn3353606,Other Invoice Details,Feb,Manual billing entry issue.
Complete,NWSL Prime Video 2024,Billing Request- 00104425,Kevin Parker,5/23/2024,8/3/2024,Invoice Revision: Credit/Rebill,a6JXt5592657,Other Invoice Details,Nov; Dec,Missing supporting documentation from vendor.
Complete,NBA League Pass 2026,Billing Request- 00104426,Tyler Ward,1/21/2026,2/18/2026,Invoice Revision: Credit/Rebill,a6JHn8928125,Incorrect Invoice Amount,May; Jun,Missing supporting documentation from vendor.
Complete,NWSL Prime Video 2026,Billing Request- 00104427,Angelica Herrera Calvo,3/31/2026,5/8/2026,Invoice Revision: Credit/Rebill,a6JXt6017424,PO / IO Mismatch,Dec,
Complete,Streaming Bundle Initiative 2026,Billing Request- 00104428,Elena Salazar Castillo,1/3/2026,1/7/2026,Invoice Revision: Missed Billing,a6JXt3701912,Agency Revision Request,Nov,Client requested retroactive billing adjustments.
Complete,DirecTV NASCAR Campaign 2026,Billing Request- 00104429,Laura Jenkins,1/17/2026,5/9/2026,Invoice Revision: Credit/Rebill,a6JHn4749519,Agency Revision Request,Jul; Aug,Invoice details mismatch with approved campaign.
Remove/Inactive,NASCAR P&Q 2024,Billing Request- 00104430,Connor Mora,5/26/2024,9/5/2024,Invoice Revision: Missed Billing,a6JXt7572496,Agency Revision Request,Feb,Finance validation process delay.
Complete,NWSL Prime Video 2025,Billing Request- 00104431,Elena Salazar Castillo,10/21/2025,1/7/2026,Invoice Revision: Credit/Rebill,a6JXt8202123,,Jan; Feb,Incorrect legal terms delayed PTS.
Complete,WNBA Incremental Scatter 2026,Billing Request- 00104432,Laura Jenkins,3/24/2026,5/8/2026,Invoice Revision: Credit/Rebill,a6Jat8721116,Agency Revision Request,Feb,Finance validation process delay.
Waiting on Someone Else,NWSL Halftime Sponsorship 2026,Billing Request- 00104433,Elena Salazar Castillo,5/1/2026,5/4/2026,Invoice Revision: Missed Billing,a6JHn2816485,Incorrect Invoice Amount,Aug,
Blocked,Amazon TNF 2024 2025,Billing Request- 00104434,Gabo Munoz,11/1/2025,1/27/2026,Invoice Revision: Credit/Rebill,a6Jat3599531,Late Billing Submission,Nov,Client requested retroactive billing adjustments.
Remove/Inactive,Confluence Academy 2024,Billing Request- 00104435,Kevin Parker,7/25/2024,10/12/2024,Invoice Revision: Credit/Rebill,a6JHn4674943,Agency Revision Request,Jun,Agency submitted updated invoice mapping.
Complete,NASCAR Apex 2025 2026,Billing Request- 00104436,Elena Salazar Castillo,3/7/2026,4/17/2026,Invoice Revision: Credit/Rebill,a6Jat2609212,Agency Revision Request,Nov; Dec,Late media plan changes from client.
Complete,Global Consumer Products 2024,Billing Request- 00104437,Angelica Herrera Calvo,2/12/2024,3/8/2024,Invoice Revision: Missed Billing,a6JHn4339924,Other Invoice Details,Aug,
Ready for Work,DirecTV NASCAR Campaign 2024,Billing Request- 00104438,Kevin Parker,8/10/2024,10/24/2024,Invoice Revision: Credit/Rebill,a6JHn8304041,Incorrect Invoice Amount,Mar,Client requested retroactive billing adjustments.
Waiting on Someone Else,Amazon TNF 2024 2026,Billing Request- 00104439,Gabo Munoz,2/23/2026,4/17/2026,Invoice Revision: Credit/Rebill,a6JHn5886686,Agency Revision Request,Sep; Oct,Incorrect legal terms delayed PTS.
Waiting on Someone Else,NWSL Halftime Sponsorship 2024,Billing Request- 00104440,Tyler Ward,4/7/2024,4/11/2024,Invoice Revision: Credit/Rebill,a6JHn6267541,PO / IO Mismatch,May; Jun,
Complete,Streaming Bundle Initiative 2025,Billing Request- 00104441,Tyler Ward,10/25/2025,2/16/2026,Invoice Revision: Credit/Rebill,a6Jat1124908,PO / IO Mismatch,Oct,Client requested retroactive billing adjustments.
Complete,NASCAR P&Q 2025,Billing Request- 00104442,Connor Mora,2/8/2025,4/14/2025,Invoice Revision: Missed Billing,a6JXt4184031,PO / IO Mismatch,Apr,Agency submitted updated invoice mapping.
Complete,Global Consumer Products 2025,Billing Request- 00104443,Elena Salazar Castillo,1/28/2025,3/3/2025,Invoice Revision: Credit/Rebill,a6JHn6468515,PO / IO Mismatch,Nov; Dec,Incorrect legal terms delayed PTS.
Complete,NFL Prime Video 2025,Billing Request- 00104444,Elena Salazar Castillo,5/20/2025,6/24/2025,Invoice Copy,a6JHn6925861,Late Billing Submission,Mar,Agency submitted updated invoice mapping.
Complete,NASCAR Apex 2025 2026,Billing Request- 00104445,Laura Jenkins,1/14/2026,4/12/2026,Invoice Revision: Credit/Rebill,a6JHn1619635,Late Billing Submission,Jan; Feb,Agency submitted updated invoice mapping.
Remove/Inactive,NASCAR Apex 2025 2024,Billing Request- 00104446,Melissa Grant,1/25/2024,5/11/2024,Invoice Revision: Credit/Rebill,a6JHn5567013,,Apr,Invoice details mismatch with approved campaign.
Complete,NBA League Pass 2024,Billing Request- 00104447,Melissa Grant,2/19/2024,3/8/2024,Invoice Revision: Credit/Rebill,a6JHn7310724,,Feb,Invoice details mismatch with approved campaign.
Complete,TNF Sponsorship 2024,Billing Request- 00104448,Andrew Rivera,6/27/2024,9/15/2024,Invoice Revision: Missed Billing,a6JHn6533613,PO / IO Mismatch,Jul,Finance validation process delay.
Complete,TNF Sponsorship 2025,Billing Request- 00104449,Angelica Herrera Calvo,5/8/2025,7/22/2025,Invoice Revision: Credit/Rebill,a6Jat1699056,Incorrect Invoice Amount,May,Incorrect legal terms delayed PTS.
Complete,NWSL Halftime Sponsorship 2025,Billing Request- 00104450,Elena Salazar Castillo,10/18/2025,1/20/2026,Invoice Revision: Credit/Rebill,a6JHn8089838,Late Billing Submission,Mar,Late media plan changes from client.
Complete,NBA Playoffs Campaign 2024,Billing Request- 00104451,Tyler Ward,12/11/2024,3/5/2025,Invoice Revision: Credit/Rebill,a6JXt1825138,Late Billing Submission,Mar; Apr,Agency submitted updated invoice mapping.
Waiting on Someone Else,Confluence Academy 2024,Billing Request- 00104452,Kevin Parker,8/18/2024,9/12/2024,Invoice Copy,a6Jat1124755,PO / IO Mismatch,Aug,Incorrect legal terms delayed PTS.
Complete,Amazon NBA Live Sports 2026,Billing Request- 00104453,Elena Salazar Castillo,4/5/2026,4/26/2026,Invoice Revision: Missed Billing,a6Jat4477667,Late Billing Submission,Jul,Manual billing entry issue.
Complete,NWSL Prime Video 2025,Billing Request- 00104454,Melissa Grant,4/3/2025,6/8/2025,Invoice Revision: Missed Billing,a6JHn6366867,PO / IO Mismatch,Jan; Feb,Missing supporting documentation from vendor.
Complete,DirecTV NASCAR Campaign 2026,Billing Request- 00104455,Angelica Herrera Calvo,1/9/2026,4/15/2026,Invoice Revision: Credit/Rebill,a6JHn6866549,PO / IO Mismatch,Apr,Invoice details mismatch with approved campaign.
Waiting on Someone Else,Amazon TNF 2024 2025,Billing Request- 00104456,Andrew Rivera,7/10/2025,10/29/2025,Invoice Revision: Credit/Rebill,a6JXt6587167,PO / IO Mismatch,Apr,
Complete,Global Consumer Products 2025,Billing Request- 00104457,Sofia Morales,9/4/2025,11/2/2025,Invoice Revision: Missed Billing,a6Jat5731957,PO / IO Mismatch,Apr,Invoice details mismatch with approved campaign.
Complete,TNF Sponsorship 2025,Billing Request- 00104458,Elena Salazar Castillo,11/21/2025,3/2/2026,Invoice Revision: Credit/Rebill,a6JXt6723129,Other Invoice Details,May; Jun,Incorrect legal terms delayed PTS.
Waiting on Someone Else,NASCAR Apex 2025 2024,Billing Request- 00104459,Sofia Morales,7/27/2024,11/22/2024,Invoice Revision: Missed Billing,a6JHn8183935,PO / IO Mismatch,Dec,Late media plan changes from client.
Complete,Amazon NBA Live Sports 2026,Billing Request- 00104460,Melissa Grant,3/22/2026,5/7/2026,Invoice Copy,a6JHn8139701,Incorrect Invoice Amount,Dec,Client requested retroactive billing adjustments.
Complete,NASCAR P&Q 2024,Billing Request- 00104461,Tyler Ward,4/27/2024,6/2/2024,Invoice Revision: Missed Billing,a6Jat8178627,Missing Backup Documentation,Jan; Feb,Missing supporting documentation from vendor.
Complete,Prime Sports NFL 2026,Billing Request- 00104462,Angelica Herrera Calvo,3/21/2026,5/4/2026,Invoice Revision: Credit/Rebill,a6Jat9669225,Late Billing Submission,Jul,Invoice details mismatch with approved campaign.
Complete,NASCAR P&Q 2025,Billing Request- 00104463,Connor Mora,1/31/2025,4/26/2025,Invoice Revision: Missed Billing,a6Jat4349758,Agency Revision Request,Jul,Invoice details mismatch with approved campaign.
Complete,NFL Prime Video 2025,Billing Request- 00104464,Elena Salazar Castillo,2/25/2025,4/23/2025,Invoice Revision: Credit/Rebill,a6Jat5984582,Late Billing Submission,Jul,Finance validation process delay.
Complete,Confluence Academy 2024,Billing Request- 00104465,Sofia Morales,3/30/2024,4/29/2024,Invoice Revision: Credit/Rebill,a6JXt7833627,Missing Backup Documentation,Jun,Invoice details mismatch with approved campaign.
Complete,Global Consumer Products 2025,Billing Request- 00104466,Andrew Rivera,6/24/2025,9/18/2025,Invoice Revision: Credit/Rebill,a6JXt6269544,Incorrect Invoice Amount,Jan,
Complete,Prime Sports NFL 2025,Billing Request- 00104467,Connor Mora,8/17/2025,9/22/2025,Invoice Revision: Credit/Rebill,a6JXt8044262,Agency Revision Request,Jul; Aug,Invoice details mismatch with approved campaign.
Complete,Confluence Academy 2025,Billing Request- 00104468,Elena Salazar Castillo,8/13/2025,10/15/2025,Invoice Revision: Credit/Rebill,a6Jat5851455,Missing Backup Documentation,Nov,Incorrect legal terms delayed PTS.
Complete,NASCAR Apex 2025 2024,Billing Request- 00104469,Elena Salazar Castillo,1/20/2024,4/6/2024,Invoice Revision: Credit/Rebill,a6JXt3114588,Other Invoice Details,Dec,Agency submitted updated invoice mapping.
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00104470,Andrew Rivera,8/10/2025,9/10/2025,Invoice Revision: Credit/Rebill,a6JHn2461765,Other Invoice Details,Jan; Feb,Late media plan changes from client.
Complete,NASCAR Apex 2025 2025,Billing Request- 00104471,Tyler Ward,3/2/2025,4/10/2025,Invoice Revision: Credit/Rebill,a6JXt6864413,Other Invoice Details,Apr,Invoice details mismatch with approved campaign.
Complete,NWSL Halftime Sponsorship 2025,Billing Request- 00104472,Andrew Rivera,2/18/2025,3/26/2025,Invoice Copy,a6Jat6883822,Missing Backup Documentation,Jul,Finance validation process delay.
Complete,Amazon TNF 2024 2025,Billing Request- 00104473,Connor Mora,9/23/2025,10/28/2025,Invoice Revision: Credit/Rebill,a6JHn9503169,Other Invoice Details,Jan,Finance validation process delay.
Ready for Work,TNF Sponsorship 2024,Billing Request- 00104474,Connor Mora,7/10/2024,9/10/2024,Invoice Revision: Credit/Rebill,a6JXt7013509,Incorrect Invoice Amount,Dec,Invoice details mismatch with approved campaign.
Complete,NWSL Halftime Sponsorship 2025,Billing Request- 00104475,Kevin Parker,4/7/2025,6/16/2025,Invoice Revision: Credit/Rebill,a6JHn3933318,Late Billing Submission,Mar; Apr,Incorrect legal terms delayed PTS.
Ready for Work,NASCAR P&Q 2026,Billing Request- 00104476,Sofia Morales,1/13/2026,3/23/2026,Invoice Revision: Credit/Rebill,a6Jat7419285,Incorrect Invoice Amount,Sep; Oct,Agency submitted updated invoice mapping.
Complete,Amazon TNF 2024 2026,Billing Request- 00104477,Elena Salazar Castillo,2/13/2026,3/11/2026,Invoice Revision: Credit/Rebill,a6JHn7462043,Incorrect Invoice Amount,Nov,Client requested retroactive billing adjustments.
Complete,NWSL Halftime Sponsorship 2024,Billing Request- 00104478,Sofia Morales,12/5/2024,12/6/2024,Invoice Revision: Missed Billing,a6Jat1798227,Other Invoice Details,Sep; Oct,Finance validation process delay.
Complete,Amazon NBA Live Sports 2024,Billing Request- 00104479,Andrew Rivera,1/28/2024,2/1/2024,Invoice Revision: Credit/Rebill,a6JXt3327157,Missing Backup Documentation,Jun,Manual billing entry issue.
Complete,Global Consumer Products 2026,Billing Request- 00104480,Gabo Munoz,2/26/2026,5/6/2026,Invoice Revision: Missed Billing,a6Jat7473301,Incorrect Invoice Amount,Feb,Late media plan changes from client.
Complete,NASCAR P&Q 2025,Billing Request- 00104481,Elena Salazar Castillo,7/2/2025,7/29/2025,Invoice Revision: Missed Billing,a6JXt7141336,PO / IO Mismatch,Jul,Client requested retroactive billing adjustments.
Ready for Work,Streaming Bundle Initiative 2026,Billing Request- 00104482,Angelica Herrera Calvo,3/30/2026,5/8/2026,Invoice Revision: Missed Billing,a6JHn2619836,Agency Revision Request,Dec,Missing supporting documentation from vendor.
Complete,NWSL Halftime Sponsorship 2024,Billing Request- 00104483,Tyler Ward,8/3/2024,8/11/2024,Invoice Revision: Credit/Rebill,a6JXt8690535,Late Billing Submission,Sep,Client requested retroactive billing adjustments.
Ready for Work,WNBA Incremental Scatter 2025,Billing Request- 00104484,Kevin Parker,2/15/2025,3/21/2025,Invoice Revision: Credit/Rebill,a6Jat2155305,PO / IO Mismatch,Mar,Manual billing entry issue.
Complete,NFL Prime Video 2025,Billing Request- 00104485,Gabo Munoz,8/3/2025,9/12/2025,Invoice Copy,a6Jat8180944,Other Invoice Details,Mar; Apr,Agency submitted updated invoice mapping.
Complete,NBA Playoffs Campaign 2025,Billing Request- 00104486,Kevin Parker,11/27/2025,2/9/2026,Invoice Revision: Credit/Rebill,a6JHn8759448,PO / IO Mismatch,Jul,
Complete,Global Consumer Products 2025,Billing Request- 00104487,Tyler Ward,6/13/2025,10/10/2025,Invoice Revision: Missed Billing,a6JXt3805553,Incorrect Invoice Amount,Mar,Finance validation process delay.
Complete,NBA League Pass 2024,Billing Request- 00104488,Laura Jenkins,9/5/2024,10/17/2024,Invoice Revision: Credit/Rebill,a6JHn7144113,Other Invoice Details,Jun,
Complete,Retail Media Expansion 2026,Billing Request- 00104489,Gabo Munoz,3/27/2026,5/8/2026,Invoice Revision: Credit/Rebill,a6JHn8617932,Missing Backup Documentation,Mar,Client requested retroactive billing adjustments.
Complete,NFL Prime Video 2024,Billing Request- 00104490,Andrew Rivera,3/6/2024,5/26/2024,Invoice Revision: Missed Billing,a6JXt9654286,Incorrect Invoice Amount,Jul,Late media plan changes from client.
Waiting on Someone Else,Retail Media Expansion 2024,Billing Request- 00104491,Andrew Rivera,6/3/2024,7/10/2024,Invoice Revision: Credit/Rebill,a6JXt6562426,Incorrect Invoice Amount,Sep; Oct,
Complete,NWSL Halftime Sponsorship 2025,Billing Request- 00104492,Elena Salazar Castillo,4/29/2025,7/18/2025,Invoice Revision: Credit/Rebill,a6Jat7235222,Missing Backup Documentation,Feb,Manual billing entry issue.
Complete,WNBA Incremental Scatter 2026,Billing Request- 00104493,Melissa Grant,3/5/2026,5/7/2026,Invoice Revision: Credit/Rebill,a6JXt5807148,Late Billing Submission,Jan,Missing supporting documentation from vendor.
Remove/Inactive,NWSL Halftime Sponsorship 2026,Billing Request- 00104494,Connor Mora,2/8/2026,5/7/2026,Invoice Revision: Credit/Rebill,a6JHn7966211,Other Invoice Details,Nov; Dec,Client requested retroactive billing adjustments.
Complete,WNBA Incremental Scatter 2025,Billing Request- 00104495,Angelica Herrera Calvo,2/9/2025,2/14/2025,Invoice Revision: Missed Billing,a6JXt3346808,PO / IO Mismatch,Nov,Invoice details mismatch with approved campaign.
Complete,NWSL Halftime Sponsorship 2024,Billing Request- 00104496,Connor Mora,2/19/2024,6/9/2024,Invoice Revision: Credit/Rebill,a6JHn5351397,Incorrect Invoice Amount,May,Agency submitted updated invoice mapping.
Complete,Amazon NBA Live Sports 2025,Billing Request- 00104497,Elena Salazar Castillo,4/29/2025,7/19/2025,Invoice Revision: Missed Billing,a6Jat5948813,Incorrect Invoice Amount,Jul,Finance validation process delay.
Complete,NASCAR Apex 2025 2024,Billing Request- 00104498,Andrew Rivera,11/26/2024,12/1/2024,Invoice Revision: Credit/Rebill,a6JHn8391885,PO / IO Mismatch,Sep; Oct,Client requested retroactive billing adjustments.
Complete,TNF Sponsorship 2026,Billing Request- 00104499,Sofia Morales,1/21/2026,4/18/2026,Invoice Revision: Credit/Rebill,a6Jat8092015,Incorrect Invoice Amount,Jun,Manual billing entry issue.
Waiting on Someone Else,NASCAR Apex 2025 2026,Billing Request- 00104500,Angelica Herrera Calvo,4/11/2026,5/6/2026,Invoice Revision: Credit/Rebill,a6JXt1681539,Missing Backup Documentation,Jan; Feb,Manual billing entry issue.
Complete,Prime Sports NFL 2024,Billing Request- 00104501,Laura Jenkins,6/23/2024,8/19/2024,Invoice Revision: Credit/Rebill,a6JXt2681022,Incorrect Invoice Amount,Nov,Invoice details mismatch with approved campaign.
Complete,NWSL Prime Video 2024,Billing Request- 00104502,Tyler Ward,10/13/2024,1/15/2025,Invoice Revision: Credit/Rebill,a6JHn1110677,Missing Backup Documentation,Nov,Missing supporting documentation from vendor.
Complete,WNBA Incremental Scatter 2024,Billing Request- 00104503,Sofia Morales,12/12/2024,2/25/2025,Invoice Revision: Missed Billing,a6JXt8274447,PO / IO Mismatch,Mar,Invoice details mismatch with approved campaign.
Blocked,NWSL Prime Video 2024,Billing Request- 00104504,Sofia Morales,12/22/2024,3/4/2025,Invoice Copy,a6JXt4646105,Other Invoice Details,Apr,Late media plan changes from client.
Complete,NASCAR Apex 2025 2025,Billing Request- 00104505,Kevin Parker,12/16/2025,2/13/2026,Invoice Revision: Credit/Rebill,a6JXt2400418,Agency Revision Request,Jan,Client requested retroactive billing adjustments.
Complete,NASCAR P&Q 2024,Billing Request- 00104506,Angelica Herrera Calvo,2/16/2024,4/3/2024,Invoice Revision: Missed Billing,a6JXt7651381,Late Billing Submission,Jul,Invoice details mismatch with approved campaign.
Complete,NWSL Halftime Sponsorship 2024,Billing Request- 00104507,Melissa Grant,3/25/2024,7/16/2024,Invoice Revision: Missed Billing,a6JXt7741632,Late Billing Submission,Sep; Oct,Missing supporting documentation from vendor.
Complete,NASCAR P&Q 2026,Billing Request- 00104508,Melissa Grant,4/5/2026,5/5/2026,Invoice Revision: Credit/Rebill,a6Jat1996110,Incorrect Invoice Amount,Mar,Late media plan changes from client.
Waiting on Someone Else,NWSL Halftime Sponsorship 2025,Billing Request- 00104509,Elena Salazar Castillo,5/10/2025,8/26/2025,Invoice Copy,a6JXt7101238,Agency Revision Request,Jul,Incorrect legal terms delayed PTS.
Complete,NWSL Halftime Sponsorship 2024,Billing Request- 00104510,Tyler Ward,6/30/2024,8/26/2024,Invoice Copy,a6JXt1923299,Late Billing Submission,Nov,Missing supporting documentation from vendor.
Complete,Global Consumer Products 2024,Billing Request- 00104511,Laura Jenkins,11/18/2024,1/27/2025,Invoice Revision: Credit/Rebill,a6JXt4171769,,Sep; Oct,Late media plan changes from client.
Complete,TNF Sponsorship 2024,Billing Request- 00104512,Tyler Ward,3/23/2024,4/17/2024,Invoice Revision: Missed Billing,a6Jat2701559,Incorrect Invoice Amount,Nov; Dec,Missing supporting documentation from vendor.
Complete,Amazon TNF 2024 2024,Billing Request- 00104513,Laura Jenkins,3/12/2024,6/3/2024,Invoice Revision: Missed Billing,a6Jat2936672,Other Invoice Details,Oct,Incorrect legal terms delayed PTS.
Complete,TNF Sponsorship 2024,Billing Request- 00104514,Andrew Rivera,7/2/2024,10/11/2024,Invoice Revision: Credit/Rebill,a6Jat5466755,Agency Revision Request,Sep,Agency submitted updated invoice mapping.
Complete,NWSL Prime Video 2026,Billing Request- 00104515,Andrew Rivera,4/13/2026,5/8/2026,Invoice Revision: Credit/Rebill,a6JHn6086984,Missing Backup Documentation,Nov,Late media plan changes from client.
Complete,NBA League Pass 2025,Billing Request- 00104516,Gabo Munoz,12/25/2025,3/9/2026,Invoice Revision: Credit/Rebill,a6JXt7674593,,Oct,Agency submitted updated invoice mapping.
Complete,NWSL Prime Video 2024,Billing Request- 00104517,Kevin Parker,10/1/2024,10/12/2024,Invoice Revision: Credit/Rebill,a6JHn4981070,Agency Revision Request,Jan; Feb,
